subset,metric,direction,mean,sd,median,min,max,n_groups,iqr_outliers,ci_lo,ci_hi
own_round:17,log_loss,simple_minus_belief,-0.047037282183321774,0.06303289342291053,-0.04634879250555682,-0.15659133083378582,0.060333381170071525,20,0,-0.0737342251477439,-0.020048158542652232
own_round:17,brier,simple_minus_belief,-0.03084181549007637,0.04488295692668271,-0.0318890410052906,-0.12932309114325163,0.04658084535110663,20,0,-0.050177796943739854,-0.01210958795942807
own_round:17,accuracy,simple_minus_belief,0.020833333333333336,0.08496215187636191,0.0,-0.08333333333333333,0.25,20,5,-0.0125,0.0625
own_round:18,log_loss,simple_minus_belief,-0.024435840564262366,0.06598092819531362,-0.025712595316118997,-0.19525125849559039,0.11679988069648775,20,2,-0.05320686185448675,0.003219036736335669
own_round:18,brier,simple_minus_belief,-0.01557302084522066,0.05199080834777001,-0.016989881373633456,-0.1591715489553174,0.0672195978980903,20,2,-0.03816198597429633,0.0056010259465104776
own_round:18,accuracy,simple_minus_belief,0.03333333333333333,0.13891812557774846,0.0,-0.16666666666666666,0.5,20,9,-0.01666666666666667,0.09999999999999999
own_round:19,log_loss,simple_minus_belief,-0.018404165254651987,0.05479449363236757,-0.012070813274392949,-0.1638340677413358,0.09794724546011785,20,2,-0.04254502330222016,0.004417610653946154
own_round:19,brier,simple_minus_belief,-0.014551127089053989,0.03550889799494637,-0.013918374361793879,-0.08605197381829298,0.05101202357522798,20,0,-0.03026206101149513,0.0001576682611692191
own_round:19,accuracy,simple_minus_belief,0.025,0.07204206048921813,0.0,-0.08333333333333333,0.25,20,5,0.0,0.058333333333333334
own_round:20,log_loss,simple_minus_belief,-0.01903561525526997,0.07967598981810181,-0.010797409311370236,-0.17258200663687506,0.15621024968950883,20,0,-0.05310808076660548,0.014591438723110481
own_round:20,brier,simple_minus_belief,-0.01691486493491741,0.05273186114799303,-0.008794526010690307,-0.11667213184039313,0.08322864770852183,20,0,-0.03961600475844679,0.004679705869256365
own_round:20,accuracy,simple_minus_belief,0.004166666666666667,0.06879816229015805,0.0,-0.16666666666666666,0.16666666666666666,20,7,-0.025,0.03333333333333333
